poliza;sexo;sri;gdi;sin;ant_comp;ant_perm;edad;ant_veh
80174091;M;No Urbana;NO;1;0;8;54;2001
80173488;F;Urbana;NO;4;1;1;67;2000
80173902;F;Urbana;NO;0;2;0;65;2012
80174046;M;Urbana;NO;4;1;6;50;2001
1431104;F;No Urbana;NO;0;0;8;68;2006
80173627;F;No Urbana;NO;2;4;12;70;1999
80173489;F;Urbana;NO;4;5;14;90;1986
80173964;M;Urbana;NO;4;4;5;62;2001
1430619;F;Urbana;SI;4;0;1;59;2011
80173377;F;No Urbana;NO;1;3;14;66;2008
80173376;F;Urbana;NO;3;0;6;50;2012
80173468;M;No Urbana;NO;5;4;7;69;2002
80173975;M;Urbana;NO;3;5;5;52;2004
1430794;F;No Urbana;SI;4;3;2;53;2004
1433693;M;No Urbana;NO;1;5;15;75;1998
1434478;F;Urbana;NO;0;5;4;54;2007
1433948;M;No Urbana;NO;2;3;8;69;1986
1434275;M;Urbana;NO;2;0;11;55;2006
1433438;M;Urbana;NO;1;1;12;61;2000
1430697;M;Urbana;SI;1;1;3;34;2005
1432996;M;Urbana;SI;3;2;9;78;2018
1435089;M;No Urbana;NO;0;4;0;78;2018
1434561;M;Urbana;NO;3;3;12;43;2016
80175298;M;No Urbana;NO;5;4;14;43;2016
1435782;M;Urbana;SI;4;3;2;82;1997
1433918;M;No Urbana;NO;4;5;8;82;1997
80174656;M;No Urbana;NO;0;3;9;65;1998
80173296;M;Urbana;NO;3;4;10;65;1998
1435058;M;Urbana;NO;5;0;14;39;2007
80173722;M;No Urbana;NO;4;0;12;37;2006
80172322;F;No Urbana;NO;5;3;5;48;2001
80173543;M;No Urbana;NO;4;5;12;66;1979
1435106;M;No Urbana;NO;4;5;14;47;2005
80172320;F;No Urbana;NO;3;4;4;56;2012
80172634;F;Urbana;NO;5;1;7;54;2008
80172257;M;No Urbana;NO;4;0;12;33;2007
1435446;M;Urbana;NO;3;2;0;83;2009
1435186;M;Urbana;NO;5;4;10;30;2011
1435132;F;No Urbana;NO;4;4;14;52;2010
1434631;M;Urbana;NO;4;5;2;50;2009
1434632;M;No Urbana;NO;3;2;3;46;2010
1436072;M;Urbana;NO;1;1;3;12;2007
1434869;M;No Urbana;NO;1;0;12;62;2011
1434480;F;Urbana;NO;4;0;0;56;2010
1434408;F;No Urbana;NO;0;0;3;36;2009
1433516;F;Urbana;NO;4;0;5;45;2011
80175575;M;Urbana;NO;1;1;1;43;2008
1434523;F;No Urbana;NO;4;4;12;69;2008
1435671;M;No Urbana;NO;5;0;13;31;2002
1433731;F;Urbana;NO;4;1;9;47;2005
1434208;M;No Urbana;NO;5;5;10;39;2002
1433389;M;Urbana;NO;3;0;11;83;2009
80175237;F;No Urbana;NO;0;5;5;38;2010
80175335;F;No Urbana;NO;3;3;1;52;2010
80175185;F;No Urbana;NO;5;4;2;54;2007
80174436;M;Urbana;NO;4;3;14;83;2009
80175085;M;No Urbana;NO;0;2;2;46;2010
80175222;M;Urbana;NO;2;3;13;58;2008
80175220;F;Urbana;NO;0;4;3;69;2008
80175146;F;Urbana;NO;4;5;10;36;2009
1434274;F;No Urbana;NO;2;3;3;51;2010
80175084;M;Urbana;NO;3;0;2;50;2009
80175033;M;No Urbana;NO;1;1;3;82;2008
80175363;M;Urbana;NO;0;5;6;62;2011
80175366;F;Urbana;NO;5;5;15;47;2010
1434580;F;No Urbana;NO;4;3;10;54;2007
1434540;F;Urbana;NO;1;4;9;38;2010
80174787;F;Urbana;NO;4;1;3;54;2007
1434703;F;No Urbana;NO;1;4;15;54;2007
80173721;M;No Urbana;NO;3;2;1;73;2007
80174207;M;No Urbana;NO;5;4;15;62;2011
80174113;F;Urbana;NO;1;0;4;38;2010
80174306;F;Urbana;NO;4;1;8;42;2012
80174166;F;No Urbana;NO;2;3;7;47;2010
80173057;F;Urbana;NO;2;4;10;38;2012
80173135;F;Urbana;NO;3;2;14;37;2007
80172942;M;Urbana;NO;4;2;12;83;2009
80173363;F;Urbana;NO;3;1;9;52;2012
80173022;F;Urbana;NO;0;1;0;62;2010
80174007;M;Urbana;NO;0;3;5;48;2009
80173859;M;No Urbana;NO;1;3;5;39;2007
80174057;F;No Urbana;NO;1;3;4;42;2007
80173914;M;No Urbana;NO;5;5;13;66;2011
80173943;M;Urbana;NO;3;4;3;46;2011
80174086;M;No Urbana;NO;4;1;14;58;2008
80172319;M;Urbana;NO;5;5;9;46;2006
80172024;M;No Urbana;NO;0;1;12;37;2012
80174059;F;No Urbana;NO;1;2;8;69;2008
80174200;F;Urbana;NO;5;4;4;47;2005
80174015;M;Urbana;NO;1;4;0;50;2009
80174158;F;No Urbana;NO;4;0;3;42;2011
80172822;F;Urbana;NO;2;3;6;55;2011
80174026;M;Urbana;NO;0;3;5;43;2009
80174178;F;No Urbana;NO;5;5;4;52;2010
80174029;M;No Urbana;NO;0;3;15;46;2010
80174081;M;Urbana;NO;1;4;13;42;2009
80173986;F;No Urbana;NO;5;5;0;54;2010
80173409;F;No Urbana;NO;2;1;4;26;2010
80173406;F;Urbana;NO;2;2;13;51;2010
1430407;F;No Urbana;NO;3;4;10;52;2012
80173895;F;No Urbana;NO;5;2;14;54;2007
1430330;F;No Urbana;NO;1;1;12;52;2012
80172565;M;No Urbana;NO;3;0;15;69;2007
80172456;M;No Urbana;NO;1;3;10;44;2008
80173532;M;Urbana;NO;5;2;10;66;2015
80173548;M;No Urbana;NO;5;4;8;66;1980
80173546;M;Urbana;NO;1;4;14;66;1974
80173540;M;Urbana;NO;1;2;9;66;1999
1435793;M;No Urbana;NO;1;5;0;44;1990
80174540;M;Urbana;SI;3;5;12;44;1990
1433701;M;No Urbana;NO;1;5;6;44;1990
80173273;M;No Urbana;NO;2;5;6;44;1990
80174541;M;No Urbana;NO;3;3;7;44;1995
1434334;F;No Urbana;NO;1;0;15;69;1977
80175092;F;No Urbana;NO;1;0;11;69;1977
80173856;F;Urbana;NO;3;3;0;69;1977
80173274;M;Urbana;NO;2;5;5;44;1995
80172393;F;No Urbana;NO;3;3;13;36;1990
80172538;F;Urbana;NO;0;2;1;52;2002
80172261;F;Urbana;NO;0;2;4;56;2001
80173529;M;Urbana;NO;2;4;10;66;1982
80175132;M;Urbana;NO;5;5;6;66;1977
80174023;M;No Urbana;NO;1;2;3;66;1977
1435587;M;No Urbana;NO;0;5;4;47;2008
80175446;M;Urbana;NO;2;4;5;66;2000
1433049;M;No Urbana;NO;2;5;10;52;2008
1435358;M;Urbana;NO;5;5;10;52;2008
80175167;M;Urbana;NO;0;4;1;54;2000
80175440;M;Urbana;NO;3;3;1;55;2010
80172447;M;No Urbana;NO;3;0;14;61;2007
80172549;M;Urbana;NO;5;5;7;67;2007
80175442;F;Urbana;NO;2;3;6;60;2006
1434977;F;No Urbana;NO;3;1;10;60;2006
1432402;M;No Urbana;NO;0;4;6;82;2007
1434370;M;Urbana;NO;0;4;0;82;2007
80174608;F;Urbana;NO;5;2;8;48;2007
80175174;M;Urbana;NO;1;3;10;64;2007
1434329;M;Urbana;NO;3;2;9;64;2007
1432016;F;No Urbana;NO;1;0;4;82;2005
80174835;M;No Urbana;NO;0;3;6;48;2005
80173707;M;Urbana;NO;0;1;12;61;2009
80173480;F;Urbana;NO;0;3;14;48;2007
80174152;F;No Urbana;NO;4;5;11;70;2008
80172745;F;No Urbana;NO;4;4;4;45;2007
1430913;M;No Urbana;SI;0;2;12;82;2007
80173576;M;No Urbana;NO;2;0;3;48;2005
1430510;F;No Urbana;NO;3;4;3;82;2005
1435047;M;Urbana;NO;4;4;5;69;1993
80175380;M;No Urbana;NO;5;3;6;69;1993
80174191;M;Urbana;NO;1;5;13;69;1993
1435188;M;Urbana;NO;5;2;10;82;2005
1433670;F;No Urbana;NO;5;1;9;47;2007
80175663;M;No Urbana;NO;3;5;1;82;2005
80174364;M;Urbana;NO;3;3;13;82;2005
1434178;F;No Urbana;NO;4;1;4;74;2006
80174626;F;Urbana;NO;0;0;12;47;2007
80175372;M;No Urbana;NO;2;0;5;54;2006
1431055;M;No Urbana;NO;3;5;2;36;2006
80172934;M;Urbana;NO;4;3;0;82;2005
80172827;F;Urbana;NO;4;4;14;47;2007
80175277;M;No Urbana;NO;4;4;5;0;1992
80173989;M;No Urbana;NO;0;2;5;0;1992
1434641;M;Urbana;NO;3;3;0;33;1997
80175202;M;Urbana;NO;3;5;9;44;2004
80174904;M;No Urbana;NO;2;1;13;64;2008
80175265;M;Urbana;NO;1;4;9;33;1997
1434630;M;Urbana;NO;3;0;9;50;2008
80175083;M;No Urbana;NO;0;1;10;50;2008
80174014;M;Urbana;NO;3;4;10;50;2008
1434380;M;No Urbana;NO;2;4;10;76;2006
1434377;F;Urbana;NO;5;2;15;67;2002
1435941;F;No Urbana;NO;4;2;2;41;2007
1434007;F;No Urbana;NO;1;2;13;57;2005
80174986;M;Urbana;NO;4;5;11;76;2006
80175024;F;Urbana;NO;2;3;4;57;2005
80172994;M;Urbana;NO;4;2;12;54;2007
80172947;F;Urbana;NO;1;5;1;57;2005
80174072;M;Urbana;NO;2;4;5;86;2017
80173835;M;No Urbana;NO;4;1;5;76;2006
80174001;F;Urbana;NO;0;0;11;51;2004
1434315;M;No Urbana;NO;2;1;0;58;2007
80175357;F;No Urbana;NO;4;4;3;48;2008
1434312;F;No Urbana;NO;5;1;11;35;2007
80175094;F;Urbana;NO;2;0;3;35;2007
80173043;M;Urbana;NO;2;2;14;37;2013
80174133;F;Urbana;NO;2;1;11;48;2008
80172188;F;No Urbana;NO;5;3;2;65;1981
1435596;M;No Urbana;NO;0;0;4;70;2005
80173010;M;No Urbana;NO;5;1;5;77;2011
80175467;M;Urbana;NO;4;0;15;83;1982
80173747;M;Urbana;NO;5;0;11;60;1980
1436138;M;No Urbana;NO;2;1;8;40;2014
1434017;M;No Urbana;NO;0;0;6;40;2014
80174861;M;No Urbana;NO;3;3;14;51;2013
80173797;M;No Urbana;NO;2;0;1;51;2013
80173405;M;No Urbana;NO;1;5;1;54;1993
80173330;M;No Urbana;NO;5;4;8;62;1997
1433646;M;Urbana;NO;5;4;7;62;1997
1435167;M;No Urbana;NO;1;0;3;57;2001
1435049;M;No Urbana;NO;0;0;7;69;1994
1434692;M;No Urbana;NO;0;2;11;0;1999
1435707;M;Urbana;NO;0;0;10;48;2001
80175576;M;No Urbana;NO;3;1;5;30;1998
80175078;M;Urbana;NO;3;5;10;67;1999
80175381;M;Urbana;NO;1;3;5;69;1994
80174589;M;No Urbana;NO;2;3;2;62;1997
80172639;M;Urbana;NO;4;0;7;43;1996
80172872;F;No Urbana;NO;5;4;7;85;1994
80172957;M;Urbana;NO;1;5;3;83;1998
80173945;M;Urbana;NO;1;5;11;67;1999
80174197;M;Urbana;NO;4;3;1;69;1994
80173473;M;No Urbana;NO;4;2;0;68;2000
80173051;M;No Urbana;NO;5;3;5;45;1999
80173050;M;No Urbana;NO;5;4;5;76;2001
80173169;M;No Urbana;NO;5;3;10;49;2007
1433474;M;No Urbana;NO;1;1;4;45;1999
80172734;M;No Urbana;NO;4;1;13;62;2004
80173329;M;Urbana;NO;0;2;2;52;1997
80174632;M;No Urbana;NO;3;3;3;45;1999
1433645;M;No Urbana;NO;3;1;7;52;1997
1435873;M;No Urbana;NO;0;3;15;49;2007
1435401;M;Urbana;NO;2;1;1;54;1994
1433820;M;No Urbana;NO;0;2;11;61;2000
1433805;M;Urbana;NO;1;3;2;43;2001
80175599;M;Urbana;NO;5;0;14;72;1998
80175590;M;No Urbana;NO;4;5;0;62;2004
1433396;M;No Urbana;NO;2;2;13;49;2007
80174334;M;No Urbana;NO;0;2;3;67;2001
80174333;M;No Urbana;NO;1;2;3;67;1996
80174779;M;No Urbana;NO;1;5;8;61;2000
80175523;M;Urbana;NO;3;3;3;67;2001
80175524;M;No Urbana;NO;3;5;3;67;1996
80174520;M;Urbana;NO;1;0;15;49;2007
80174588;M;No Urbana;NO;1;3;9;52;1997
80174376;M;Urbana;NO;5;4;10;62;2004
80174624;M;Urbana;NO;3;2;6;43;2001
80174621;M;No Urbana;NO;2;3;9;72;1998
80172890;M;No Urbana;NO;3;5;11;72;1998
80172684;M;Urbana;NO;2;5;0;67;2001
80172714;M;No Urbana;NO;2;0;14;58;2000
80172685;M;Urbana;NO;0;0;5;67;1996
80172459;M;No Urbana;NO;2;5;2;65;2007
80172330;M;Urbana;NO;0;2;4;54;1997
80172763;M;No Urbana;NO;0;4;13;40;1996
80172243;M;No Urbana;NO;0;0;4;23;1987
1435094;M;No Urbana;NO;2;2;0;68;2000
80172540;M;Urbana;NO;1;0;12;68;2000
80174332;M;No Urbana;NO;2;5;13;67;1994
80175525;M;Urbana;NO;1;0;10;67;1994
80172686;M;Urbana;NO;5;5;9;67;1994
1434806;M;Urbana;NO;5;0;0;77;1988
80175229;M;Urbana;NO;3;2;6;77;1988
80174103;M;Urbana;NO;4;0;3;77;1988
1433336;M;Urbana;NO;3;2;3;50;1981
1433335;M;No Urbana;NO;5;2;0;50;2008
80174432;M;No Urbana;NO;2;5;11;50;1981
80174431;M;No Urbana;NO;0;3;12;50;2008
1435605;M;Urbana;NO;5;5;2;50;1981
1435604;M;Urbana;NO;3;2;9;50;2008
80173002;M;Urbana;NO;1;3;14;50;1981
80173001;M;Urbana;NO;4;2;11;50;2008
80173005;M;Urbana;NO;0;2;5;54;2000
1433505;M;No Urbana;NO;3;1;11;70;2000
1434181;M;No Urbana;NO;1;4;3;43;1999
1433802;M;No Urbana;NO;0;3;10;62;2000
80174361;M;No Urbana;NO;3;1;10;79;1998
80172417;M;Urbana;NO;1;1;9;79;1998
80175392;M;Urbana;NO;5;3;5;78;1992
80174168;M;Urbana;NO;3;0;8;78;1992
1435635;M;Urbana;NO;4;1;7;68;1985
1435236;M;No Urbana;NO;0;3;14;54;1993
1436188;F;No Urbana;NO;3;0;1;53;1998
1434638;M;Urbana;NO;4;3;8;65;1993
80175546;F;Urbana;NO;1;2;10;69;1997
1433929;F;No Urbana;NO;2;1;6;53;1998
80174887;M;Urbana;NO;5;3;0;57;1999
1432421;M;No Urbana;NO;0;3;10;54;1993
80174719;F;Urbana;NO;5;4;1;53;1998
80174971;M;Urbana;NO;2;4;5;65;1993
80173619;F;No Urbana;NO;2;5;4;53;1998
80173874;M;Urbana;NO;4;0;10;65;1993
80173734;M;Urbana;NO;1;2;15;57;1999
80172168;M;No Urbana;NO;0;4;0;33;1981
80172807;M;No Urbana;NO;3;3;0;70;2011
80172490;M;No Urbana;NO;3;3;6;65;2007
1434560;M;Urbana;NO;1;3;15;65;2011
1434341;M;No Urbana;NO;3;5;2;66;2013
1434682;M;Urbana;NO;5;0;1;44;2008
1434590;M;No Urbana;NO;0;2;11;63;2011
80175254;M;No Urbana;NO;1;2;13;75;2011
80174979;M;Urbana;NO;4;5;1;65;2011
80175316;M;Urbana;NO;0;0;3;44;2008
1434856;M;No Urbana;NO;4;5;4;47;2008
80175276;M;No Urbana;NO;0;5;3;0;2008
1432165;M;No Urbana;NO;1;2;6;42;2013
80174972;M;Urbana;NO;2;3;6;66;2013
1431073;M;No Urbana;NO;4;5;2;0;2008
80173990;M;Urbana;NO;2;4;5;66;2013
80173887;M;Urbana;NO;0;4;0;65;2011
80173429;M;Urbana;NO;0;5;1;75;2011
1434946;M;Urbana;NO;1;5;11;77;1981
80173031;F;Urbana;NO;5;0;11;61;1998
80172760;F;No Urbana;NO;3;4;6;84;1979
1434814;M;Urbana;NO;1;1;5;78;1984
80175447;M;No Urbana;NO;3;1;14;55;1992
1435863;M;No Urbana;NO;4;4;8;42;1998
80175394;M;No Urbana;NO;4;3;11;78;1984
80174170;M;Urbana;NO;1;2;10;78;1984
1436174;F;Urbana;NO;3;0;5;56;1989
1433924;F;Urbana;NO;1;2;2;56;1989
80174761;F;Urbana;NO;2;3;5;56;1989
80173683;F;Urbana;NO;5;2;2;56;1989
80175558;M;Urbana;NO;1;0;1;77;2005
80174357;M;No Urbana;NO;1;5;7;77;2005
1435321;M;No Urbana;NO;4;1;3;77;2005
80172759;M;No Urbana;NO;5;4;15;77;2005
80172170;M;No Urbana;NO;0;3;11;33;1992
80174789;M;No Urbana;NO;4;2;4;31;1997
80173636;F;Urbana;NO;3;0;10;58;1997
80172235;M;Urbana;NO;3;1;10;77;1997
80174912;M;Urbana;NO;5;0;8;90;1993
1434660;M;Urbana;NO;5;0;5;49;1978
1434053;M;Urbana;NO;4;5;14;50;2006
1435590;M;Urbana;NO;2;1;5;47;2006
1436216;M;Urbana;NO;4;1;15;50;2006
1434735;M;Urbana;NO;1;4;3;44;2006
1432701;M;No Urbana;NO;5;1;15;44;2006
1432058;M;No Urbana;SI;1;2;0;50;2006
1431164;M;No Urbana;NO;5;5;11;44;2006
80173233;M;No Urbana;NO;1;4;12;48;2005
1430565;M;Urbana;NO;0;2;13;50;2006
1435597;M;No Urbana;NO;4;3;8;42;2001
1434282;M;Urbana;NO;4;5;10;62;2006
1435517;M;Urbana;NO;0;3;0;39;2007
1433842;M;No Urbana;NO;2;1;0;78;2006
80175154;M;Urbana;NO;4;4;9;71;2007
80175106;M;No Urbana;NO;3;5;14;62;2006
1434328;M;No Urbana;NO;2;3;12;71;2007
80174785;M;No Urbana;NO;2;1;15;78;2006
80175100;M;Urbana;NO;0;3;4;47;2007
80175269;M;Urbana;NO;4;0;15;34;1991
80174746;M;No Urbana;NO;3;5;14;42;1997
80173516;M;No Urbana;NO;2;0;9;78;2006
80172955;F;Urbana;NO;5;4;7;61;2007
80173251;M;No Urbana;NO;5;1;12;33;2007
80173896;M;No Urbana;NO;0;0;8;47;2007
80174165;F;No Urbana;NO;2;0;10;91;2000
80175592;M;Urbana;NO;4;4;5;39;1988
80175003;M;Urbana;NO;1;4;4;79;1999
80173766;M;No Urbana;NO;4;0;8;79;1999
80172380;M;Urbana;NO;3;5;6;42;1981
80172072;M;Urbana;SI;4;0;3;60;2007
80173216;M;Urbana;NO;5;4;4;49;2007
80172331;M;No Urbana;NO;2;1;6;54;1992
1435683;M;No Urbana;NO;4;4;1;49;2007
1435388;M;Urbana;NO;2;4;7;51;2006
1434486;M;Urbana;NO;5;2;15;0;1986
1433562;M;Urbana;NO;3;4;0;49;2007
80174359;M;No Urbana;NO;2;5;14;68;1984
1433038;M;No Urbana;NO;1;1;15;51;2006
1433720;F;Urbana;NO;2;5;9;70;2008
80174345;M;No Urbana;NO;0;0;0;31;2008
80174499;M;Urbana;NO;0;1;4;49;2007
80175552;M;Urbana;NO;1;2;9;53;2001
80174439;M;No Urbana;NO;0;4;1;51;2006
80175207;M;No Urbana;NO;2;1;4;0;1986
1429847;F;Urbana;SI;2;2;8;63;2016
1429846;F;Urbana;NO;1;1;9;63;2016
80172929;M;Urbana;NO;5;5;11;51;2006
80172392;M;No Urbana;NO;2;3;9;68;2007
80172732;M;No Urbana;NO;4;1;2;68;1984
80174079;M;No Urbana;NO;2;5;12;73;2000
80174630;F;No Urbana;NO;2;3;4;64;1977
80172238;M;Urbana;NO;4;4;13;67;1987
80173048;F;Urbana;NO;1;4;9;64;1977
80173528;M;No Urbana;NO;2;5;3;66;1997
1434117;M;Urbana;NO;5;0;15;50;1985
1435395;F;No Urbana;NO;1;2;4;47;1983
1434439;M;Urbana;NO;1;4;11;55;1979
1435491;M;Urbana;SI;2;2;9;68;1982
1435901;M;Urbana;NO;2;5;5;34;2013
80174953;M;Urbana;NO;1;3;13;50;1985
80174452;F;Urbana;NO;1;1;6;63;2012
80175109;M;Urbana;NO;5;3;15;67;1989
80174578;F;Urbana;NO;5;4;2;54;2001
80172967;F;Urbana;NO;2;4;13;63;2012
80172186;M;No Urbana;NO;1;5;2;56;2010
80172519;M;No Urbana;NO;0;4;9;49;2009
80172387;M;No Urbana;NO;3;5;1;44;2009
80172428;M;Urbana;NO;2;5;9;53;1975
80172171;M;No Urbana;NO;2;5;14;49;2013
80172139;M;No Urbana;NO;0;4;7;42;2009
80173764;M;No Urbana;NO;3;2;9;44;2013
80174199;M;Urbana;NO;2;1;10;53;1975
80173462;F;Urbana;NO;5;1;12;63;2013
80172147;M;No Urbana;NO;1;0;6;46;1992
1435244;M;Urbana;NO;4;0;7;61;1978
1435758;M;No Urbana;NO;0;4;1;55;1982
1433911;M;Urbana;NO;0;1;9;55;1982
80172552;M;No Urbana;NO;5;0;12;68;1979
80173539;M;No Urbana;NO;1;0;6;66;1979
80173538;M;Urbana;NO;5;3;14;66;1976
1434295;M;Urbana;NO;2;5;8;49;1977
80172959;M;No Urbana;NO;4;2;13;78;1979
1434040;M;Urbana;NO;5;1;15;65;2001
80174812;M;Urbana;NO;0;1;0;65;2001
80173725;M;Urbana;NO;3;2;9;65;2001
80172134;F;Urbana;NO;0;5;7;61;2011
1435710;F;No Urbana;NO;3;4;11;36;2005
80172550;M;No Urbana;NO;0;4;2;67;2009
1433640;F;No Urbana;NO;3;3;6;36;2005
1436149;M;No Urbana;NO;0;5;4;36;2004
80174994;F;No Urbana;NO;2;2;15;69;2008
80174653;F;No Urbana;NO;3;3;6;36;2005
80173359;M;Urbana;NO;4;5;5;86;2001
80172697;F;Urbana;NO;0;4;5;68;2002
80174714;M;Urbana;NO;2;0;13;86;2001
80173134;F;Urbana;NO;5;2;1;75;2009
80173433;F;No Urbana;NO;4;2;7;36;2005
80173804;F;No Urbana;NO;1;3;0;69;2008
80173464;M;No Urbana;NO;5;4;2;80;2006
80173789;F;Urbana;NO;3;0;14;73;2007
80174542;M;No Urbana;NO;5;3;15;44;2007
80173275;M;Urbana;NO;5;4;1;44;2007
80174204;F;No Urbana;NO;0;4;6;66;1996
80172406;M;No Urbana;NO;0;3;9;50;2012
80172335;F;No Urbana;NO;1;4;8;66;1996
80172340;F;No Urbana;NO;5;1;4;55;2011
1434384;M;No Urbana;NO;1;3;7;47;1995
80172491;F;No Urbana;NO;2;0;0;31;2008
1435745;M;Urbana;NO;1;2;11;58;2006
1435268;F;Urbana;NO;3;2;10;65;2009
1435156;F;No Urbana;NO;3;5;6;69;2007
1435990;F;Urbana;NO;4;2;8;58;2010
1433435;F;No Urbana;NO;0;2;1;31;2002
80175475;F;Urbana;NO;2;0;1;69;2007
1435131;M;No Urbana;NO;4;0;13;56;2013
1434562;M;No Urbana;NO;3;3;8;92;1998
1434473;F;No Urbana;NO;2;4;4;63;2005
1434094;M;Urbana;NO;2;5;0;69;2001
1435648;F;Urbana;NO;3;3;14;31;2002
1434826;M;No Urbana;NO;1;1;1;42;2011
1434928;M;No Urbana;NO;1;5;5;64;2008
1434896;M;No Urbana;NO;4;0;15;58;2002
80175454;M;Urbana;NO;0;1;8;64;2008
80175297;M;No Urbana;NO;5;0;3;92;1998
1434723;M;Urbana;NO;1;4;15;49;2004
1433816;F;No Urbana;NO;2;2;8;58;2010
1433850;M;No Urbana;NO;2;0;15;58;2006
1434494;F;Urbana;NO;5;0;5;53;2015
1435000;M;Urbana;NO;0;5;9;57;1988
80175333;M;No Urbana;NO;4;4;10;56;2013
80175150;M;Urbana;NO;3;1;6;44;1999
80175197;M;No Urbana;NO;0;0;13;47;1995
1433699;M;No Urbana;NO;5;3;15;45;2010
1432572;F;No Urbana;NO;3;1;6;43;2013
80175048;F;Urbana;NO;4;2;14;53;2015
80174435;M;Urbana;NO;3;4;7;56;1998
1435899;M;Urbana;NO;2;5;14;56;1998
80175489;F;Urbana;NO;2;3;5;65;2009
1434908;F;No Urbana;NO;4;1;8;66;1996
1434848;M;Urbana;NO;1;3;15;63;2005
1433010;M;No Urbana;NO;1;4;6;56;1998
1432037;F;Urbana;NO;1;2;12;58;2010
80175462;M;No Urbana;SI;3;4;5;58;2002
1434536;F;No Urbana;NO;1;2;3;43;2013
80174684;M;No Urbana;NO;3;2;14;84;2005
80175118;F;No Urbana;NO;5;4;0;59;2009
1434511;M;Urbana;NO;0;0;10;84;2005
80175399;F;No Urbana;NO;0;1;8;66;1996
1430472;F;Urbana;NO;2;2;12;58;2010
80174738;F;No Urbana;NO;1;0;8;45;2010
80174175;M;Urbana;NO;4;3;13;56;2013
80174735;M;Urbana;NO;0;3;0;58;2006
80173938;M;No Urbana;NO;4;0;14;44;1999
80172635;F;No Urbana;NO;2;1;10;63;2012
80172558;F;No Urbana;NO;4;2;0;68;2015
80172400;M;Urbana;NO;1;5;11;74;2007
80172940;M;No Urbana;NO;2;4;4;56;1998
80173369;F;Urbana;NO;3;4;5;43;2013
80172396;F;No Urbana;NO;0;0;6;65;2009
80174241;F;No Urbana;NO;3;3;7;65;2009
80174248;F;Urbana;NO;3;2;2;69;2007
80172132;M;No Urbana;NO;5;2;7;56;1998
80172485;F;Urbana;NO;2;4;3;69;2007
80173089;M;Urbana;NO;0;3;14;49;1991
1430931;F;Urbana;SI;1;2;7;43;2013
80173983;M;Urbana;NO;0;1;4;52;2005
80174009;F;Urbana;NO;0;1;3;53;2015
80173413;M;No Urbana;NO;3;4;11;53;2012
80173474;F;No Urbana;NO;1;1;13;63;2005
80173858;M;No Urbana;NO;2;5;6;43;2009
80173383;M;Urbana;NO;2;1;5;84;2005
80173976;M;Urbana;NO;0;2;2;52;2015
80172189;M;Urbana;NO;1;0;8;36;1984
80172152;M;Urbana;NO;2;2;4;66;2007
1433814;M;No Urbana;NO;4;4;14;54;2005
80174696;M;Urbana;NO;2;1;1;54;2005
80173071;F;No Urbana;NO;3;1;2;56;2011
80173067;M;No Urbana;NO;2;5;2;29;2011
80173069;M;Urbana;NO;2;1;14;29;2011
80172249;M;No Urbana;NO;3;2;2;70;2009
80173366;M;Urbana;NO;4;0;7;54;2005
80173402;M;No Urbana;NO;3;2;14;59;1999
80174446;M;No Urbana;NO;3;1;1;59;1999
80172161;M;No Urbana;NO;4;1;2;62;2010
1435726;M;No Urbana;NO;3;5;9;65;2000
1433664;M;Urbana;NO;1;1;11;51;2006
1436142;M;Urbana;NO;4;4;10;29;2011
1433717;M;Urbana;NO;4;4;11;65;2000
1434935;M;No Urbana;NO;4;2;8;62;2007
1435989;M;No Urbana;NO;2;2;9;60;2010
1436150;M;No Urbana;NO;3;5;2;29;2011
80175642;M;Urbana;NO;2;0;6;60;2008
1434890;M;No Urbana;NO;3;1;13;58;2005
1436159;F;No Urbana;NO;4;1;1;56;2011
1435600;M;No Urbana;NO;0;3;4;46;2009
1434440;M;No Urbana;NO;3;1;6;62;2007
1434598;M;No Urbana;NO;4;4;15;38;2005
1433815;M;No Urbana;NO;3;4;11;60;2010
1434075;M;Urbana;NO;5;4;11;68;2001
1434526;F;No Urbana;NO;0;0;5;64;2007
80175477;M;Urbana;NO;1;1;6;40;2002
1434227;F;Urbana;NO;2;3;0;60;2012
1433378;M;Urbana;NO;0;3;2;70;2009
80175632;M;No Urbana;NO;4;0;5;46;2009
1432374;F;No Urbana;NO;3;4;5;60;2012
1434202;M;No Urbana;NO;4;4;0;38;2005
1433040;M;Urbana;NO;1;2;11;57;1997
1434030;M;Urbana;NO;4;0;9;29;2011
1434026;M;Urbana;NO;3;5;8;29;2011
1434212;M;Urbana;NO;1;5;7;57;2009
1434029;F;No Urbana;NO;0;5;1;56;2011
80174610;M;No Urbana;NO;4;1;11;51;2007
1434010;M;No Urbana;NO;5;5;12;35;2009
80175470;M;Urbana;NO;5;3;14;64;2011
80175067;M;Urbana;NO;2;4;0;38;2005
80175540;M;No Urbana;NO;4;2;14;62;2007
80175305;F;Urbana;NO;1;1;14;64;2007
80174451;M;Urbana;NO;0;5;14;51;2009
80175562;M;No Urbana;NO;5;1;3;49;2008
1432036;M;No Urbana;NO;1;0;15;60;2010
80175386;M;No Urbana;NO;0;3;13;60;2004
80175321;M;No Urbana;NO;3;4;8;58;2005
80174649;F;No Urbana;NO;1;3;2;40;2007
80174703;M;Urbana;NO;2;5;7;51;2006
80174728;M;No Urbana;NO;3;4;9;65;2000
